序号,一致,本项目时间,CZSC时间,本项目OHLC,CZSC OHLC,本项目原始K数,CZSC原始K数,本项目原始范围,CZSC原始范围
268,True,2019-10-30 16:00:00+00:00,2019-10-30 16:00:00+00:00,9100.03/9164.55/9100.03/9164.55,9100.03/9164.55/9100.03/9164.55,3,3,2019-10-30T16:00:00+00:00 ~ 2019-10-30T18:00:00+00:00,2019-10-30T16:00:00+00:00 ~ 2019-10-30T18:00:00+00:00
269,True,2019-10-30 20:00:00+00:00,2019-10-30 20:00:00+00:00,9217.33/9217.33/9146.68/9146.68,9217.33/9217.33/9146.68/9146.68,2,2,2019-10-30T19:00:00+00:00 ~ 2019-10-30T20:00:00+00:00,2019-10-30T19:00:00+00:00 ~ 2019-10-30T20:00:00+00:00
270,True,2019-10-30 21:00:00+00:00,2019-10-30 21:00:00+00:00,9172.99/9175.47/9128.26/9136.63,9172.99/9175.47/9128.26/9136.63,1,1,2019-10-30T21:00:00+00:00 ~ 2019-10-30T21:00:00+00:00,2019-10-30T21:00:00+00:00 ~ 2019-10-30T21:00:00+00:00
271,True,2019-10-30 22:00:00+00:00,2019-10-30 22:00:00+00:00,9225/9225/9147.27/9147.27,9225/9225/9147.27/9147.27,2,2,2019-10-30T22:00:00+00:00 ~ 2019-10-30T23:00:00+00:00,2019-10-30T22:00:00+00:00 ~ 2019-10-30T23:00:00+00:00
272,True,2019-10-31 00:00:00+00:00,2019-10-31 00:00:00+00:00,9154.02/9204.97/9120.94/9138.32,9154.02/9204.97/9120.94/9138.32,1,1,2019-10-31T00:00:00+00:00 ~ 2019-10-31T00:00:00+00:00,2019-10-31T00:00:00+00:00 ~ 2019-10-31T00:00:00+00:00
273,True,2019-10-31 01:00:00+00:00,2019-10-31 01:00:00+00:00,9138.57/9146.01/9054.83/9057.82,9138.57/9146.01/9054.83/9057.82,1,1,2019-10-31T01:00:00+00:00 ~ 2019-10-31T01:00:00+00:00,2019-10-31T01:00:00+00:00 ~ 2019-10-31T01:00:00+00:00
274,True,2019-10-31 02:00:00+00:00,2019-10-31 02:00:00+00:00,9058.93/9118.41/9051.01/9090.96,9058.93/9118.41/9051.01/9090.96,1,1,2019-10-31T02:00:00+00:00 ~ 2019-10-31T02:00:00+00:00,2019-10-31T02:00:00+00:00 ~ 2019-10-31T02:00:00+00:00
275,True,2019-10-31 03:00:00+00:00,2019-10-31 03:00:00+00:00,9133.73/9133.73/9074.74/9074.74,9133.73/9133.73/9074.74/9074.74,2,2,2019-10-31T03:00:00+00:00 ~ 2019-10-31T04:00:00+00:00,2019-10-31T03:00:00+00:00 ~ 2019-10-31T04:00:00+00:00
276,True,2019-10-31 05:00:00+00:00,2019-10-31 05:00:00+00:00,9081.29/9179.72/9078.23/9167.46,9081.29/9179.72/9078.23/9167.46,1,1,2019-10-31T05:00:00+00:00 ~ 2019-10-31T05:00:00+00:00,2019-10-31T05:00:00+00:00 ~ 2019-10-31T05:00:00+00:00
277,True,2019-10-31 06:00:00+00:00,2019-10-31 06:00:00+00:00,9167.46/9209/9095/9120.46,9167.46/9209/9095/9120.46,1,1,2019-10-31T06:00:00+00:00 ~ 2019-10-31T06:00:00+00:00,2019-10-31T06:00:00+00:00 ~ 2019-10-31T06:00:00+00:00
278,True,2019-10-31 08:00:00+00:00,2019-10-31 08:00:00+00:00,9075.98/9123.18/9075.98/9123.18,9075.98/9123.18/9075.98/9123.18,2,2,2019-10-31T07:00:00+00:00 ~ 2019-10-31T08:00:00+00:00,2019-10-31T07:00:00+00:00 ~ 2019-10-31T08:00:00+00:00
279,True,2019-10-31 09:00:00+00:00,2019-10-31 09:00:00+00:00,9113.39/9114.98/9022.38/9037.92,9113.39/9114.98/9022.38/9037.92,1,1,2019-10-31T09:00:00+00:00 ~ 2019-10-31T09:00:00+00:00,2019-10-31T09:00:00+00:00 ~ 2019-10-31T09:00:00+00:00
280,True,2019-10-31 10:00:00+00:00,2019-10-31 10:00:00+00:00,9037.92/9081.07/8913/9072.68,9037.92/9081.07/8913/9072.68,1,1,2019-10-31T10:00:00+00:00 ~ 2019-10-31T10:00:00+00:00,2019-10-31T10:00:00+00:00 ~ 2019-10-31T10:00:00+00:00
281,True,2019-10-31 11:00:00+00:00,2019-10-31 11:00:00+00:00,9072.68/9149.42/9048.82/9109.53,9072.68/9149.42/9048.82/9109.53,1,1,2019-10-31T11:00:00+00:00 ~ 2019-10-31T11:00:00+00:00,2019-10-31T11:00:00+00:00 ~ 2019-10-31T11:00:00+00:00
282,True,2019-10-31 12:00:00+00:00,2019-10-31 12:00:00+00:00,9405/9405/9258.88/9258.88,9405/9405/9258.88/9258.88,2,2,2019-10-31T12:00:00+00:00 ~ 2019-10-31T13:00:00+00:00,2019-10-31T12:00:00+00:00 ~ 2019-10-31T13:00:00+00:00
283,True,2019-10-31 14:00:00+00:00,2019-10-31 14:00:00+00:00,9290.5/9291.44/9222.33/9238.65,9290.5/9291.44/9222.33/9238.65,1,1,2019-10-31T14:00:00+00:00 ~ 2019-10-31T14:00:00+00:00,2019-10-31T14:00:00+00:00 ~ 2019-10-31T14:00:00+00:00
284,True,2019-10-31 15:00:00+00:00,2019-10-31 15:00:00+00:00,9180/9257.99/9180/9257.99,9180/9257.99/9180/9257.99,2,2,2019-10-31T15:00:00+00:00 ~ 2019-10-31T16:00:00+00:00,2019-10-31T15:00:00+00:00 ~ 2019-10-31T16:00:00+00:00
285,True,2019-10-31 17:00:00+00:00,2019-10-31 17:00:00+00:00,9239.48/9264.04/9227.03/9243.41,9239.48/9264.04/9227.03/9243.41,1,1,2019-10-31T17:00:00+00:00 ~ 2019-10-31T17:00:00+00:00,2019-10-31T17:00:00+00:00 ~ 2019-10-31T17:00:00+00:00
286,True,2019-10-31 18:00:00+00:00,2019-10-31 18:00:00+00:00,9250/9250/9193.1/9193.1,9250/9250/9193.1/9193.1,2,2,2019-10-31T18:00:00+00:00 ~ 2019-10-31T19:00:00+00:00,2019-10-31T18:00:00+00:00 ~ 2019-10-31T19:00:00+00:00
287,True,2019-10-31 20:00:00+00:00,2019-10-31 20:00:00+00:00,9211.02/9243.47/9123.33/9185.98,9211.02/9243.47/9123.33/9185.98,1,1,2019-10-31T20:00:00+00:00 ~ 2019-10-31T20:00:00+00:00,2019-10-31T20:00:00+00:00 ~ 2019-10-31T20:00:00+00:00
288,True,2019-10-31 21:00:00+00:00,2019-10-31 21:00:00+00:00,9013/9100/9013/9100,9013/9100/9013/9100,8,8,2019-10-31T21:00:00+00:00 ~ 2019-11-01T04:00:00+00:00,2019-10-31T21:00:00+00:00 ~ 2019-11-01T04:00:00+00:00
289,True,2019-11-01 06:00:00+00:00,2019-11-01 06:00:00+00:00,9137/9137/9080.12/9080.12,9137/9137/9080.12/9080.12,3,3,2019-11-01T05:00:00+00:00 ~ 2019-11-01T07:00:00+00:00,2019-11-01T05:00:00+00:00 ~ 2019-11-01T07:00:00+00:00
290,True,2019-11-01 08:00:00+00:00,2019-11-01 08:00:00+00:00,9099.43/9174.99/9094.2/9134.63,9099.43/9174.99/9094.2/9134.63,1,1,2019-11-01T08:00:00+00:00 ~ 2019-11-01T08:00:00+00:00,2019-11-01T08:00:00+00:00 ~ 2019-11-01T08:00:00+00:00
291,True,2019-11-01 09:00:00+00:00,2019-11-01 09:00:00+00:00,9134.63/9136/9088.88/9103.12,9134.63/9136/9088.88/9103.12,1,1,2019-11-01T09:00:00+00:00 ~ 2019-11-01T09:00:00+00:00,2019-11-01T09:00:00+00:00 ~ 2019-11-01T09:00:00+00:00
292,True,2019-11-01 10:00:00+00:00,2019-11-01 10:00:00+00:00,9103.42/9181.32/9095.13/9155.93,9103.42/9181.32/9095.13/9155.93,1,1,2019-11-01T10:00:00+00:00 ~ 2019-11-01T10:00:00+00:00,2019-11-01T10:00:00+00:00 ~ 2019-11-01T10:00:00+00:00
293,True,2019-11-01 11:00:00+00:00,2019-11-01 11:00:00+00:00,9155.93/9279/9132.41/9163.16,9155.93/9279/9132.41/9163.16,1,1,2019-11-01T11:00:00+00:00 ~ 2019-11-01T11:00:00+00:00,2019-11-01T11:00:00+00:00 ~ 2019-11-01T11:00:00+00:00
294,True,2019-11-01 13:00:00+00:00,2019-11-01 13:00:00+00:00,9061.65/9136.3/9061.65/9136.3,9061.65/9136.3/9061.65/9136.3,3,3,2019-11-01T12:00:00+00:00 ~ 2019-11-01T14:00:00+00:00,2019-11-01T12:00:00+00:00 ~ 2019-11-01T14:00:00+00:00
295,True,2019-11-01 15:00:00+00:00,2019-11-01 15:00:00+00:00,9123.74/9248.51/9076/9082.43,9123.74/9248.51/9076/9082.43,1,1,2019-11-01T15:00:00+00:00 ~ 2019-11-01T15:00:00+00:00,2019-11-01T15:00:00+00:00 ~ 2019-11-01T15:00:00+00:00
296,True,2019-11-01 16:00:00+00:00,2019-11-01 16:00:00+00:00,9082.43/9200/9060/9152.9,9082.43/9200/9060/9152.9,1,1,2019-11-01T16:00:00+00:00 ~ 2019-11-01T16:00:00+00:00,2019-11-01T16:00:00+00:00 ~ 2019-11-01T16:00:00+00:00
297,True,2019-11-01 17:00:00+00:00,2019-11-01 17:00:00+00:00,9150.75/9202/9138.94/9159.94,9150.75/9202/9138.94/9159.94,1,1,2019-11-01T17:00:00+00:00 ~ 2019-11-01T17:00:00+00:00,2019-11-01T17:00:00+00:00 ~ 2019-11-01T17:00:00+00:00
298,True,2019-11-01 18:00:00+00:00,2019-11-01 18:00:00+00:00,9160.16/9205.2/9148.84/9181.11,9160.16/9205.2/9148.84/9181.11,1,1,2019-11-01T18:00:00+00:00 ~ 2019-11-01T18:00:00+00:00,2019-11-01T18:00:00+00:00 ~ 2019-11-01T18:00:00+00:00
299,True,2019-11-01 19:00:00+00:00,2019-11-01 19:00:00+00:00,9167.15/9213.57/9167.15/9213.57,9167.15/9213.57/9167.15/9213.57,2,2,2019-11-01T19:00:00+00:00 ~ 2019-11-01T20:00:00+00:00,2019-11-01T19:00:00+00:00 ~ 2019-11-01T20:00:00+00:00
300,True,2019-11-01 21:00:00+00:00,2019-11-01 21:00:00+00:00,9190.15/9275/9180/9259.21,9190.15/9275/9180/9259.21,1,1,2019-11-01T21:00:00+00:00 ~ 2019-11-01T21:00:00+00:00,2019-11-01T21:00:00+00:00 ~ 2019-11-01T21:00:00+00:00
301,True,2019-11-01 22:00:00+00:00,2019-11-01 22:00:00+00:00,9277.16/9277.16/9224.03/9224.03,9277.16/9277.16/9224.03/9224.03,4,4,2019-11-01T22:00:00+00:00 ~ 2019-11-02T01:00:00+00:00,2019-11-01T22:00:00+00:00 ~ 2019-11-02T01:00:00+00:00
302,True,2019-11-02 02:00:00+00:00,2019-11-02 02:00:00+00:00,9238.37/9249.98/9209.99/9249.88,9238.37/9249.98/9209.99/9249.88,1,1,2019-11-02T02:00:00+00:00 ~ 2019-11-02T02:00:00+00:00,2019-11-02T02:00:00+00:00 ~ 2019-11-02T02:00:00+00:00
303,True,2019-11-02 03:00:00+00:00,2019-11-02 03:00:00+00:00,9248.98/9251.01/9225.07/9236.67,9248.98/9251.01/9225.07/9236.67,1,1,2019-11-02T03:00:00+00:00 ~ 2019-11-02T03:00:00+00:00,2019-11-02T03:00:00+00:00 ~ 2019-11-02T03:00:00+00:00
304,True,2019-11-02 04:00:00+00:00,2019-11-02 04:00:00+00:00,9236.27/9242.95/9196/9200,9236.27/9242.95/9196/9200,1,1,2019-11-02T04:00:00+00:00 ~ 2019-11-02T04:00:00+00:00,2019-11-02T04:00:00+00:00 ~ 2019-11-02T04:00:00+00:00
305,True,2019-11-02 05:00:00+00:00,2019-11-02 05:00:00+00:00,9200.81/9227.99/9191.02/9216.7,9200.81/9227.99/9191.02/9216.7,1,1,2019-11-02T05:00:00+00:00 ~ 2019-11-02T05:00:00+00:00,2019-11-02T05:00:00+00:00 ~ 2019-11-02T05:00:00+00:00
306,True,2019-11-02 06:00:00+00:00,2019-11-02 06:00:00+00:00,9186.21/9220/9186.21/9220,9186.21/9220/9186.21/9220,2,2,2019-11-02T06:00:00+00:00 ~ 2019-11-02T07:00:00+00:00,2019-11-02T06:00:00+00:00 ~ 2019-11-02T07:00:00+00:00
307,True,2019-11-02 08:00:00+00:00,2019-11-02 08:00:00+00:00,9201.55/9240.59/9201.55/9240.59,9201.55/9240.59/9201.55/9240.59,3,3,2019-11-02T08:00:00+00:00 ~ 2019-11-02T10:00:00+00:00,2019-11-02T08:00:00+00:00 ~ 2019-11-02T10:00:00+00:00
308,True,2019-11-02 12:00:00+00:00,2019-11-02 12:00:00+00:00,9214.84/9350/9214.84/9350,9214.84/9350/9214.84/9350,2,2,2019-11-02T11:00:00+00:00 ~ 2019-11-02T12:00:00+00:00,2019-11-02T11:00:00+00:00 ~ 2019-11-02T12:00:00+00:00
309,True,2019-11-02 13:00:00+00:00,2019-11-02 13:00:00+00:00,9373.74/9373.74/9308.88/9308.88,9373.74/9373.74/9308.88/9308.88,2,2,2019-11-02T13:00:00+00:00 ~ 2019-11-02T14:00:00+00:00,2019-11-02T13:00:00+00:00 ~ 2019-11-02T14:00:00+00:00
310,True,2019-11-02 15:00:00+00:00,2019-11-02 15:00:00+00:00,9309.42/9324.39/9273.15/9324.36,9309.42/9324.39/9273.15/9324.36,1,1,2019-11-02T15:00:00+00:00 ~ 2019-11-02T15:00:00+00:00,2019-11-02T15:00:00+00:00 ~ 2019-11-02T15:00:00+00:00
311,True,2019-11-02 16:00:00+00:00,2019-11-02 16:00:00+00:00,9323.01/9338.81/9294.77/9311.11,9323.01/9338.81/9294.77/9311.11,1,1,2019-11-02T16:00:00+00:00 ~ 2019-11-02T16:00:00+00:00,2019-11-02T16:00:00+00:00 ~ 2019-11-02T16:00:00+00:00
312,True,2019-11-02 17:00:00+00:00,2019-11-02 17:00:00+00:00,9311.07/9330/9281/9288.39,9311.07/9330/9281/9288.39,1,1,2019-11-02T17:00:00+00:00 ~ 2019-11-02T17:00:00+00:00,2019-11-02T17:00:00+00:00 ~ 2019-11-02T17:00:00+00:00
313,True,2019-11-02 18:00:00+00:00,2019-11-02 18:00:00+00:00,9288.38/9304/9264.59/9285,9288.38/9304/9264.59/9285,1,1,2019-11-02T18:00:00+00:00 ~ 2019-11-02T18:00:00+00:00,2019-11-02T18:00:00+00:00 ~ 2019-11-02T18:00:00+00:00
314,True,2019-11-02 19:00:00+00:00,2019-11-02 19:00:00+00:00,9320/9320/9281.43/9281.43,9320/9320/9281.43/9281.43,2,2,2019-11-02T19:00:00+00:00 ~ 2019-11-02T20:00:00+00:00,2019-11-02T19:00:00+00:00 ~ 2019-11-02T20:00:00+00:00
315,True,2019-11-02 21:00:00+00:00,2019-11-02 21:00:00+00:00,9303.37/9303.52/9271.02/9271.97,9303.37/9303.52/9271.02/9271.97,1,1,2019-11-02T21:00:00+00:00 ~ 2019-11-02T21:00:00+00:00,2019-11-02T21:00:00+00:00 ~ 2019-11-02T21:00:00+00:00
316,True,2019-11-02 22:00:00+00:00,2019-11-02 22:00:00+00:00,9270.52/9298.24/9270.52/9298.24,9270.52/9298.24/9270.52/9298.24,2,2,2019-11-02T22:00:00+00:00 ~ 2019-11-02T23:00:00+00:00,2019-11-02T22:00:00+00:00 ~ 2019-11-02T23:00:00+00:00
317,True,2019-11-03 00:00:00+00:00,2019-11-03 00:00:00+00:00,9299.09/9340.35/9299.09/9340.35,9299.09/9340.35/9299.09/9340.35,2,2,2019-11-03T00:00:00+00:00 ~ 2019-11-03T01:00:00+00:00,2019-11-03T00:00:00+00:00 ~ 2019-11-03T01:00:00+00:00
318,True,2019-11-03 02:00:00+00:00,2019-11-03 02:00:00+00:00,9362.57/9362.57/9314.19/9314.19,9362.57/9362.57/9314.19/9314.19,2,2,2019-11-03T02:00:00+00:00 ~ 2019-11-03T03:00:00+00:00,2019-11-03T02:00:00+00:00 ~ 2019-11-03T03:00:00+00:00
319,True,2019-11-03 04:00:00+00:00,2019-11-03 04:00:00+00:00,9329.75/9330.4/9241/9260.24,9329.75/9330.4/9241/9260.24,1,1,2019-11-03T04:00:00+00:00 ~ 2019-11-03T04:00:00+00:00,2019-11-03T04:00:00+00:00 ~ 2019-11-03T04:00:00+00:00
320,True,2019-11-03 05:00:00+00:00,2019-11-03 05:00:00+00:00,9260.25/9271.15/9225.01/9263.05,9260.25/9271.15/9225.01/9263.05,1,1,2019-11-03T05:00:00+00:00 ~ 2019-11-03T05:00:00+00:00,2019-11-03T05:00:00+00:00 ~ 2019-11-03T05:00:00+00:00
321,True,2019-11-03 06:00:00+00:00,2019-11-03 06:00:00+00:00,9262.9/9284.59/9251.57/9262.32,9262.9/9284.59/9251.57/9262.32,1,1,2019-11-03T06:00:00+00:00 ~ 2019-11-03T06:00:00+00:00,2019-11-03T06:00:00+00:00 ~ 2019-11-03T06:00:00+00:00
322,True,2019-11-03 07:00:00+00:00,2019-11-03 07:00:00+00:00,9258.8/9272/9236.57/9239.61,9258.8/9272/9236.57/9239.61,1,1,2019-11-03T07:00:00+00:00 ~ 2019-11-03T07:00:00+00:00,2019-11-03T07:00:00+00:00 ~ 2019-11-03T07:00:00+00:00
323,True,2019-11-03 08:00:00+00:00,2019-11-03 08:00:00+00:00,9237.89/9237.89/9182/9182,9237.89/9237.89/9182/9182,2,2,2019-11-03T08:00:00+00:00 ~ 2019-11-03T09:00:00+00:00,2019-11-03T08:00:00+00:00 ~ 2019-11-03T09:00:00+00:00
324,True,2019-11-03 10:00:00+00:00,2019-11-03 10:00:00+00:00,9109/9173.15/9109/9173.15,9109/9173.15/9109/9173.15,2,2,2019-11-03T10:00:00+00:00 ~ 2019-11-03T11:00:00+00:00,2019-11-03T10:00:00+00:00 ~ 2019-11-03T11:00:00+00:00
325,True,2019-11-03 12:00:00+00:00,2019-11-03 12:00:00+00:00,9155.26/9165/9101/9150.08,9155.26/9165/9101/9150.08,1,1,2019-11-03T12:00:00+00:00 ~ 2019-11-03T12:00:00+00:00,2019-11-03T12:00:00+00:00 ~ 2019-11-03T12:00:00+00:00
326,True,2019-11-03 13:00:00+00:00,2019-11-03 13:00:00+00:00,9150.08/9179.32/9132.04/9163.76,9150.08/9179.32/9132.04/9163.76,1,1,2019-11-03T13:00:00+00:00 ~ 2019-11-03T13:00:00+00:00,2019-11-03T13:00:00+00:00 ~ 2019-11-03T13:00:00+00:00
327,True,2019-11-03 14:00:00+00:00,2019-11-03 14:00:00+00:00,9163.76/9186.63/9135.04/9145.79,9163.76/9186.63/9135.04/9145.79,1,1,2019-11-03T14:00:00+00:00 ~ 2019-11-03T14:00:00+00:00,2019-11-03T14:00:00+00:00 ~ 2019-11-03T14:00:00+00:00
328,True,2019-11-03 15:00:00+00:00,2019-11-03 15:00:00+00:00,9180/9180/9130/9130,9180/9180/9130/9130,2,2,2019-11-03T15:00:00+00:00 ~ 2019-11-03T16:00:00+00:00,2019-11-03T15:00:00+00:00 ~ 2019-11-03T16:00:00+00:00
329,True,2019-11-03 17:00:00+00:00,2019-11-03 17:00:00+00:00,9112.95/9163.08/9112.95/9163.08,9112.95/9163.08/9112.95/9163.08,2,2,2019-11-03T17:00:00+00:00 ~ 2019-11-03T18:00:00+00:00,2019-11-03T17:00:00+00:00 ~ 2019-11-03T18:00:00+00:00
330,True,2019-11-03 19:00:00+00:00,2019-11-03 19:00:00+00:00,9133.56/9174.06/9133.56/9174.06,9133.56/9174.06/9133.56/9174.06,2,2,2019-11-03T19:00:00+00:00 ~ 2019-11-03T20:00:00+00:00,2019-11-03T19:00:00+00:00 ~ 2019-11-03T20:00:00+00:00
331,True,2019-11-03 21:00:00+00:00,2019-11-03 21:00:00+00:00,9151.72/9171.99/9066.14/9145.31,9151.72/9171.99/9066.14/9145.31,1,1,2019-11-03T21:00:00+00:00 ~ 2019-11-03T21:00:00+00:00,2019-11-03T21:00:00+00:00 ~ 2019-11-03T21:00:00+00:00
332,True,2019-11-03 22:00:00+00:00,2019-11-03 22:00:00+00:00,9145.31/9214.99/9142.98/9203.44,9145.31/9214.99/9142.98/9203.44,1,1,2019-11-03T22:00:00+00:00 ~ 2019-11-03T22:00:00+00:00,2019-11-03T22:00:00+00:00 ~ 2019-11-03T22:00:00+00:00
333,True,2019-11-03 23:00:00+00:00,2019-11-03 23:00:00+00:00,9204.98/9236/9183.59/9194.71,9204.98/9236/9183.59/9194.71,1,1,2019-11-03T23:00:00+00:00 ~ 2019-11-03T23:00:00+00:00,2019-11-03T23:00:00+00:00 ~ 2019-11-03T23:00:00+00:00
334,True,2019-11-04 00:00:00+00:00,2019-11-04 00:00:00+00:00,9196.46/9209.82/9145.62/9165.74,9196.46/9209.82/9145.62/9165.74,1,1,2019-11-04T00:00:00+00:00 ~ 2019-11-04T00:00:00+00:00,2019-11-04T00:00:00+00:00 ~ 2019-11-04T00:00:00+00:00
335,True,2019-11-04 01:00:00+00:00,2019-11-04 01:00:00+00:00,9165.73/9168.42/9136/9158.04,9165.73/9168.42/9136/9158.04,1,1,2019-11-04T01:00:00+00:00 ~ 2019-11-04T01:00:00+00:00,2019-11-04T01:00:00+00:00 ~ 2019-11-04T01:00:00+00:00
