笔序号,方向,起点时间,起点类型,起点价格,终点时间,终点类型,终点价格,无包含K数,内部分型数,价差力度,涨跌幅,原始K起点,原始K终点,内部无包含K时间,内部分型
245,↑ 向上,2026-01-13 18:20:00+00:00,底分型,100.70920128979938,2026-01-13 19:00:00+00:00,顶分型,112.65145456666403,8,2,11.94,0.1186,2026-01-13 18:05:00+00:00,2026-01-13 19:10:00+00:00,2026-01-13T18:05:00+00:00 | 2026-01-13T18:20:00+00:00 | 2026-01-13T18:25:00+00:00 | 2026-01-13T18:30:00+00:00 | 2026-01-13T18:35:00+00:00 | 2026-01-13T18:55:00+00:00 | 2026-01-13T19:00:00+00:00 | 2026-01-13T19:10:00+00:00,2026-01-13T18:20:00+00:00:D:100.70920129 | 2026-01-13T19:00:00+00:00:G:112.651454567
246,↓ 向下,2026-01-13 19:00:00+00:00,顶分型,112.65145456666403,2026-01-13 21:10:00+00:00,底分型,87.8284301303528,20,4,24.82,-0.2204,2026-01-13 18:40:00+00:00,2026-01-13 21:15:00+00:00,2026-01-13T18:55:00+00:00 | 2026-01-13T19:00:00+00:00 | 2026-01-13T19:10:00+00:00 | 2026-01-13T19:20:00+00:00 | 2026-01-13T19:25:00+00:00 | 2026-01-13T19:30:00+00:00 | 2026-01-13T19:35:00+00:00 | 2026-01-13T19:40:00+00:00 | 2026-01-13T19:45:00+00:00 | 2026-01-13T19:50:00+00:00 | 2026-01-13T19:55:00+00:00 | 2026-01-13T20:10:00+00:00 | 2026-01-13T20:15:00+00:00 | 2026-01-13T20:25:00+00:00 | 2026-01-13T20:35:00+00:00 | 2026-01-13T20:50:00+00:00 | 2026-01-13T20:55:00+00:00 | 2026-01-13T21:00:00+00:00 | 2026-01-13T21:10:00+00:00 | 2026-01-13T21:15:00+00:00,2026-01-13T19:00:00+00:00:G:112.651454567 | 2026-01-13T20:10:00+00:00:D:94.6065303486 | 2026-01-13T20:25:00+00:00:G:98.1100793371 | 2026-01-13T21:10:00+00:00:D:87.8284301304
247,↑ 向上,2026-01-13 21:10:00+00:00,底分型,87.8284301303528,2026-01-13 23:30:00+00:00,顶分型,111.5601514360408,20,6,23.73,0.2702,2026-01-13 21:00:00+00:00,2026-01-13 23:35:00+00:00,2026-01-13T21:00:00+00:00 | 2026-01-13T21:10:00+00:00 | 2026-01-13T21:15:00+00:00 | 2026-01-13T21:30:00+00:00 | 2026-01-13T21:35:00+00:00 | 2026-01-13T21:40:00+00:00 | 2026-01-13T21:45:00+00:00 | 2026-01-13T21:50:00+00:00 | 2026-01-13T21:55:00+00:00 | 2026-01-13T22:00:00+00:00 | 2026-01-13T22:05:00+00:00 | 2026-01-13T22:10:00+00:00 | 2026-01-13T22:25:00+00:00 | 2026-01-13T22:35:00+00:00 | 2026-01-13T22:40:00+00:00 | 2026-01-13T22:45:00+00:00 | 2026-01-13T22:50:00+00:00 | 2026-01-13T23:00:00+00:00 | 2026-01-13T23:30:00+00:00 | 2026-01-13T23:35:00+00:00,2026-01-13T21:10:00+00:00:D:87.8284301304 | 2026-01-13T22:05:00+00:00:G:105.846558 | 2026-01-13T22:25:00+00:00:D:101.531923164 | 2026-01-13T22:35:00+00:00:G:105.669321971 | 2026-01-13T22:40:00+00:00:D:102.053554307 | 2026-01-13T23:30:00+00:00:G:111.560151436
248,↓ 向下,2026-01-13 23:30:00+00:00,顶分型,111.5601514360408,2026-01-14 01:30:00+00:00,底分型,87.98680554508815,20,4,23.57,-0.2113,2026-01-13 22:55:00+00:00,2026-01-14 01:35:00+00:00,2026-01-13T23:00:00+00:00 | 2026-01-13T23:30:00+00:00 | 2026-01-13T23:35:00+00:00 | 2026-01-13T23:40:00+00:00 | 2026-01-13T23:45:00+00:00 | 2026-01-13T23:50:00+00:00 | 2026-01-13T23:55:00+00:00 | 2026-01-14T00:00:00+00:00 | 2026-01-14T00:15:00+00:00 | 2026-01-14T00:35:00+00:00 | 2026-01-14T00:40:00+00:00 | 2026-01-14T00:45:00+00:00 | 2026-01-14T00:55:00+00:00 | 2026-01-14T01:00:00+00:00 | 2026-01-14T01:05:00+00:00 | 2026-01-14T01:10:00+00:00 | 2026-01-14T01:15:00+00:00 | 2026-01-14T01:20:00+00:00 | 2026-01-14T01:30:00+00:00 | 2026-01-14T01:35:00+00:00,2026-01-13T23:30:00+00:00:G:111.560151436 | 2026-01-14T00:15:00+00:00:D:93.8309921124 | 2026-01-14T00:35:00+00:00:G:98.4769337448 | 2026-01-14T01:30:00+00:00:D:87.9868055451
249,↑ 向上,2026-01-14 01:30:00+00:00,底分型,87.98680554508815,2026-01-14 03:25:00+00:00,顶分型,111.21345675011607,20,6,23.23,0.264,2026-01-14 01:20:00+00:00,2026-01-14 03:35:00+00:00,2026-01-14T01:20:00+00:00 | 2026-01-14T01:30:00+00:00 | 2026-01-14T01:35:00+00:00 | 2026-01-14T01:40:00+00:00 | 2026-01-14T01:45:00+00:00 | 2026-01-14T01:50:00+00:00 | 2026-01-14T01:55:00+00:00 | 2026-01-14T02:00:00+00:00 | 2026-01-14T02:05:00+00:00 | 2026-01-14T02:10:00+00:00 | 2026-01-14T02:15:00+00:00 | 2026-01-14T02:20:00+00:00 | 2026-01-14T02:40:00+00:00 | 2026-01-14T02:55:00+00:00 | 2026-01-14T03:05:00+00:00 | 2026-01-14T03:10:00+00:00 | 2026-01-14T03:15:00+00:00 | 2026-01-14T03:20:00+00:00 | 2026-01-14T03:25:00+00:00 | 2026-01-14T03:35:00+00:00,2026-01-14T01:30:00+00:00:D:87.9868055451 | 2026-01-14T02:15:00+00:00:G:105.954641419 | 2026-01-14T02:20:00+00:00:D:102.705541317 | 2026-01-14T02:40:00+00:00:G:106.449716763 | 2026-01-14T02:55:00+00:00:D:102.058804605 | 2026-01-14T03:25:00+00:00:G:111.21345675
250,↓ 向下,2026-01-14 03:25:00+00:00,顶分型,111.21345675011607,2026-01-14 05:40:00+00:00,底分型,88.35991652123626,27,6,22.85,-0.2055,2026-01-14 03:20:00+00:00,2026-01-14 05:45:00+00:00,2026-01-14T03:20:00+00:00 | 2026-01-14T03:25:00+00:00 | 2026-01-14T03:35:00+00:00 | 2026-01-14T03:40:00+00:00 | 2026-01-14T03:45:00+00:00 | 2026-01-14T03:50:00+00:00 | 2026-01-14T03:55:00+00:00 | 2026-01-14T04:00:00+00:00 | 2026-01-14T04:05:00+00:00 | 2026-01-14T04:10:00+00:00 | 2026-01-14T04:15:00+00:00 | 2026-01-14T04:20:00+00:00 | 2026-01-14T04:30:00+00:00 | 2026-01-14T04:35:00+00:00 | 2026-01-14T04:40:00+00:00 | 2026-01-14T04:45:00+00:00 | 2026-01-14T04:50:00+00:00 | 2026-01-14T04:55:00+00:00 | 2026-01-14T05:00:00+00:00 | 2026-01-14T05:05:00+00:00 | 2026-01-14T05:10:00+00:00 | 2026-01-14T05:15:00+00:00 | 2026-01-14T05:20:00+00:00 | 2026-01-14T05:25:00+00:00 | 2026-01-14T05:30:00+00:00 | 2026-01-14T05:40:00+00:00 | 2026-01-14T05:45:00+00:00,2026-01-14T03:25:00+00:00:G:111.21345675 | 2026-01-14T04:30:00+00:00:D:92.6597412642 | 2026-01-14T04:40:00+00:00:G:97.5336867166 | 2026-01-14T04:45:00+00:00:D:93.5006022663 | 2026-01-14T04:55:00+00:00:G:97.4432893569 | 2026-01-14T05:40:00+00:00:D:88.3599165212
251,↑ 向上,2026-01-14 05:40:00+00:00,底分型,88.35991652123626,2026-01-14 07:45:00+00:00,顶分型,111.43384505555291,20,6,23.07,0.2611,2026-01-14 05:30:00+00:00,2026-01-14 07:50:00+00:00,2026-01-14T05:30:00+00:00 | 2026-01-14T05:40:00+00:00 | 2026-01-14T05:45:00+00:00 | 2026-01-14T05:55:00+00:00 | 2026-01-14T06:00:00+00:00 | 2026-01-14T06:05:00+00:00 | 2026-01-14T06:10:00+00:00 | 2026-01-14T06:15:00+00:00 | 2026-01-14T06:20:00+00:00 | 2026-01-14T06:25:00+00:00 | 2026-01-14T06:30:00+00:00 | 2026-01-14T06:45:00+00:00 | 2026-01-14T06:55:00+00:00 | 2026-01-14T07:10:00+00:00 | 2026-01-14T07:15:00+00:00 | 2026-01-14T07:20:00+00:00 | 2026-01-14T07:25:00+00:00 | 2026-01-14T07:30:00+00:00 | 2026-01-14T07:45:00+00:00 | 2026-01-14T07:50:00+00:00,2026-01-14T05:40:00+00:00:D:88.3599165212 | 2026-01-14T06:45:00+00:00:G:107.772921307 | 2026-01-14T06:55:00+00:00:D:102.638226107 | 2026-01-14T07:10:00+00:00:G:106.499479147 | 2026-01-14T07:15:00+00:00:D:102.917569496 | 2026-01-14T07:45:00+00:00:G:111.433845056
252,↓ 向下,2026-01-14 07:45:00+00:00,顶分型,111.43384505555291,2026-01-14 08:50:00+00:00,底分型,92.52660267359592,13,2,18.91,-0.1697,2026-01-14 07:30:00+00:00,2026-01-14 08:55:00+00:00,2026-01-14T07:30:00+00:00 | 2026-01-14T07:45:00+00:00 | 2026-01-14T07:50:00+00:00 | 2026-01-14T08:05:00+00:00 | 2026-01-14T08:10:00+00:00 | 2026-01-14T08:15:00+00:00 | 2026-01-14T08:20:00+00:00 | 2026-01-14T08:25:00+00:00 | 2026-01-14T08:30:00+00:00 | 2026-01-14T08:35:00+00:00 | 2026-01-14T08:40:00+00:00 | 2026-01-14T08:50:00+00:00 | 2026-01-14T08:55:00+00:00,2026-01-14T07:45:00+00:00:G:111.433845056 | 2026-01-14T08:50:00+00:00:D:92.5266026736
253,↑ 向上,2026-01-14 08:50:00+00:00,底分型,92.52660267359592,2026-01-14 09:15:00+00:00,顶分型,97.63579705179592,7,4,5.11,0.0552,2026-01-14 08:40:00+00:00,2026-01-14 09:20:00+00:00,2026-01-14T08:40:00+00:00 | 2026-01-14T08:50:00+00:00 | 2026-01-14T08:55:00+00:00 | 2026-01-14T09:00:00+00:00 | 2026-01-14T09:10:00+00:00 | 2026-01-14T09:15:00+00:00 | 2026-01-14T09:20:00+00:00,2026-01-14T08:50:00+00:00:D:92.5266026736 | 2026-01-14T08:55:00+00:00:G:96.6243280685 | 2026-01-14T09:00:00+00:00:D:93.5669507939 | 2026-01-14T09:15:00+00:00:G:97.6357970518
254,↓ 向下,2026-01-14 09:15:00+00:00,顶分型,97.63579705179592,2026-01-14 09:50:00+00:00,底分型,88.65825947904035,8,2,8.98,-0.0919,2026-01-14 09:10:00+00:00,2026-01-14 09:55:00+00:00,2026-01-14T09:10:00+00:00 | 2026-01-14T09:15:00+00:00 | 2026-01-14T09:30:00+00:00 | 2026-01-14T09:35:00+00:00 | 2026-01-14T09:40:00+00:00 | 2026-01-14T09:45:00+00:00 | 2026-01-14T09:50:00+00:00 | 2026-01-14T09:55:00+00:00,2026-01-14T09:15:00+00:00:G:97.6357970518 | 2026-01-14T09:50:00+00:00:D:88.658259479
255,↑ 向上,2026-01-14 09:50:00+00:00,底分型,88.65825947904035,2026-01-14 10:50:00+00:00,顶分型,107.23807180943189,14,2,18.58,0.2096,2026-01-14 09:45:00+00:00,2026-01-14 10:55:00+00:00,2026-01-14T09:45:00+00:00 | 2026-01-14T09:50:00+00:00 | 2026-01-14T09:55:00+00:00 | 2026-01-14T10:00:00+00:00 | 2026-01-14T10:05:00+00:00 | 2026-01-14T10:10:00+00:00 | 2026-01-14T10:15:00+00:00 | 2026-01-14T10:20:00+00:00 | 2026-01-14T10:25:00+00:00 | 2026-01-14T10:30:00+00:00 | 2026-01-14T10:40:00+00:00 | 2026-01-14T10:45:00+00:00 | 2026-01-14T10:50:00+00:00 | 2026-01-14T10:55:00+00:00,2026-01-14T09:50:00+00:00:D:88.658259479 | 2026-01-14T10:50:00+00:00:G:107.238071809
256,↓ 向下,2026-01-14 10:50:00+00:00,顶分型,107.23807180943189,2026-01-14 11:20:00+00:00,底分型,102.84414118792758,8,4,4.39,-0.041,2026-01-14 10:45:00+00:00,2026-01-14 11:25:00+00:00,2026-01-14T10:45:00+00:00 | 2026-01-14T10:50:00+00:00 | 2026-01-14T10:55:00+00:00 | 2026-01-14T11:00:00+00:00 | 2026-01-14T11:05:00+00:00 | 2026-01-14T11:15:00+00:00 | 2026-01-14T11:20:00+00:00 | 2026-01-14T11:25:00+00:00,2026-01-14T10:50:00+00:00:G:107.238071809 | 2026-01-14T11:05:00+00:00:D:103.088348436 | 2026-01-14T11:15:00+00:00:G:106.440710894 | 2026-01-14T11:20:00+00:00:D:102.844141188
257,↑ 向上,2026-01-14 11:20:00+00:00,底分型,102.84414118792758,2026-01-14 12:00:00+00:00,顶分型,110.54883416216087,10,2,7.7,0.0749,2026-01-14 11:10:00+00:00,2026-01-14 12:10:00+00:00,2026-01-14T11:15:00+00:00 | 2026-01-14T11:20:00+00:00 | 2026-01-14T11:25:00+00:00 | 2026-01-14T11:30:00+00:00 | 2026-01-14T11:35:00+00:00 | 2026-01-14T11:40:00+00:00 | 2026-01-14T11:45:00+00:00 | 2026-01-14T11:50:00+00:00 | 2026-01-14T12:00:00+00:00 | 2026-01-14T12:10:00+00:00,2026-01-14T11:20:00+00:00:D:102.844141188 | 2026-01-14T12:00:00+00:00:G:110.548834162
258,↓ 向下,2026-01-14 12:00:00+00:00,顶分型,110.54883416216087,2026-01-14 13:15:00+00:00,底分型,92.74278309690678,14,2,17.81,-0.1611,2026-01-14 11:50:00+00:00,2026-01-14 13:20:00+00:00,2026-01-14T11:50:00+00:00 | 2026-01-14T12:00:00+00:00 | 2026-01-14T12:10:00+00:00 | 2026-01-14T12:15:00+00:00 | 2026-01-14T12:20:00+00:00 | 2026-01-14T12:25:00+00:00 | 2026-01-14T12:30:00+00:00 | 2026-01-14T12:35:00+00:00 | 2026-01-14T12:40:00+00:00 | 2026-01-14T12:45:00+00:00 | 2026-01-14T13:05:00+00:00 | 2026-01-14T13:10:00+00:00 | 2026-01-14T13:15:00+00:00 | 2026-01-14T13:20:00+00:00,2026-01-14T12:00:00+00:00:G:110.548834162 | 2026-01-14T13:15:00+00:00:D:92.7427830969
259,↑ 向上,2026-01-14 13:15:00+00:00,底分型,92.74278309690678,2026-01-14 13:30:00+00:00,顶分型,97.73008136306034,6,2,4.99,0.0538,2026-01-14 13:10:00+00:00,2026-01-14 13:40:00+00:00,2026-01-14T13:10:00+00:00 | 2026-01-14T13:15:00+00:00 | 2026-01-14T13:20:00+00:00 | 2026-01-14T13:25:00+00:00 | 2026-01-14T13:30:00+00:00 | 2026-01-14T13:40:00+00:00,2026-01-14T13:15:00+00:00:D:92.7427830969 | 2026-01-14T13:30:00+00:00:G:97.7300813631
260,↓ 向下,2026-01-14 13:30:00+00:00,顶分型,97.73008136306034,2026-01-14 14:10:00+00:00,底分型,88.87646074428991,8,2,8.85,-0.0906,2026-01-14 13:25:00+00:00,2026-01-14 14:15:00+00:00,2026-01-14T13:25:00+00:00 | 2026-01-14T13:30:00+00:00 | 2026-01-14T13:40:00+00:00 | 2026-01-14T13:50:00+00:00 | 2026-01-14T14:00:00+00:00 | 2026-01-14T14:05:00+00:00 | 2026-01-14T14:10:00+00:00 | 2026-01-14T14:15:00+00:00,2026-01-14T13:30:00+00:00:G:97.7300813631 | 2026-01-14T14:10:00+00:00:D:88.8764607443
261,↑ 向上,2026-01-14 14:10:00+00:00,底分型,88.87646074428991,2026-01-14 15:15:00+00:00,顶分型,107.62918424545069,14,2,18.75,0.211,2026-01-14 14:05:00+00:00,2026-01-14 15:20:00+00:00,2026-01-14T14:05:00+00:00 | 2026-01-14T14:10:00+00:00 | 2026-01-14T14:15:00+00:00 | 2026-01-14T14:20:00+00:00 | 2026-01-14T14:25:00+00:00 | 2026-01-14T14:30:00+00:00 | 2026-01-14T14:35:00+00:00 | 2026-01-14T14:40:00+00:00 | 2026-01-14T14:45:00+00:00 | 2026-01-14T14:50:00+00:00 | 2026-01-14T14:55:00+00:00 | 2026-01-14T15:00:00+00:00 | 2026-01-14T15:15:00+00:00 | 2026-01-14T15:20:00+00:00,2026-01-14T14:10:00+00:00:D:88.8764607443 | 2026-01-14T15:15:00+00:00:G:107.629184245
262,↓ 向下,2026-01-14 15:15:00+00:00,顶分型,107.62918424545069,2026-01-14 15:35:00+00:00,底分型,102.92760681964948,6,4,4.7,-0.0437,2026-01-14 15:00:00+00:00,2026-01-14 15:40:00+00:00,2026-01-14T15:00:00+00:00 | 2026-01-14T15:15:00+00:00 | 2026-01-14T15:20:00+00:00 | 2026-01-14T15:30:00+00:00 | 2026-01-14T15:35:00+00:00 | 2026-01-14T15:40:00+00:00,2026-01-14T15:15:00+00:00:G:107.629184245 | 2026-01-14T15:20:00+00:00:D:103.280094533 | 2026-01-14T15:30:00+00:00:G:106.774921295 | 2026-01-14T15:35:00+00:00:D:102.92760682
263,↑ 向上,2026-01-14 15:35:00+00:00,底分型,102.92760681964948,2026-01-14 16:10:00+00:00,顶分型,110.59159920432657,7,2,7.66,0.0745,2026-01-14 15:30:00+00:00,2026-01-14 16:25:00+00:00,2026-01-14T15:30:00+00:00 | 2026-01-14T15:35:00+00:00 | 2026-01-14T15:40:00+00:00 | 2026-01-14T15:50:00+00:00 | 2026-01-14T16:00:00+00:00 | 2026-01-14T16:10:00+00:00 | 2026-01-14T16:25:00+00:00,2026-01-14T15:35:00+00:00:D:102.92760682 | 2026-01-14T16:10:00+00:00:G:110.591599204
264,↓ 向下,2026-01-14 16:10:00+00:00,顶分型,110.59159920432657,2026-01-14 18:25:00+00:00,底分型,89.27015850066441,21,4,21.32,-0.1928,2026-01-14 16:00:00+00:00,2026-01-14 18:30:00+00:00,2026-01-14T16:00:00+00:00 | 2026-01-14T16:10:00+00:00 | 2026-01-14T16:25:00+00:00 | 2026-01-14T16:30:00+00:00 | 2026-01-14T16:35:00+00:00 | 2026-01-14T16:40:00+00:00 | 2026-01-14T16:45:00+00:00 | 2026-01-14T16:50:00+00:00 | 2026-01-14T16:55:00+00:00 | 2026-01-14T17:00:00+00:00 | 2026-01-14T17:05:00+00:00 | 2026-01-14T17:20:00+00:00 | 2026-01-14T17:30:00+00:00 | 2026-01-14T17:35:00+00:00 | 2026-01-14T17:45:00+00:00 | 2026-01-14T17:55:00+00:00 | 2026-01-14T18:00:00+00:00 | 2026-01-14T18:05:00+00:00 | 2026-01-14T18:10:00+00:00 | 2026-01-14T18:25:00+00:00 | 2026-01-14T18:30:00+00:00,2026-01-14T16:10:00+00:00:G:110.591599204 | 2026-01-14T17:20:00+00:00:D:91.3855571801 | 2026-01-14T17:35:00+00:00:G:96.876330297 | 2026-01-14T18:25:00+00:00:D:89.2701585007
265,↑ 向上,2026-01-14 18:25:00+00:00,底分型,89.27015850066441,2026-01-14 20:25:00+00:00,顶分型,110.07802154729846,19,4,20.81,0.2331,2026-01-14 18:10:00+00:00,2026-01-14 20:30:00+00:00,2026-01-14T18:10:00+00:00 | 2026-01-14T18:25:00+00:00 | 2026-01-14T18:30:00+00:00 | 2026-01-14T18:35:00+00:00 | 2026-01-14T18:40:00+00:00 | 2026-01-14T18:45:00+00:00 | 2026-01-14T18:50:00+00:00 | 2026-01-14T18:55:00+00:00 | 2026-01-14T19:05:00+00:00 | 2026-01-14T19:10:00+00:00 | 2026-01-14T19:15:00+00:00 | 2026-01-14T19:20:00+00:00 | 2026-01-14T19:30:00+00:00 | 2026-01-14T19:45:00+00:00 | 2026-01-14T20:05:00+00:00 | 2026-01-14T20:10:00+00:00 | 2026-01-14T20:20:00+00:00 | 2026-01-14T20:25:00+00:00 | 2026-01-14T20:30:00+00:00,2026-01-14T18:25:00+00:00:D:89.2701585007 | 2026-01-14T19:20:00+00:00:G:108.128149933 | 2026-01-14T19:45:00+00:00:D:103.07423777 | 2026-01-14T20:25:00+00:00:G:110.078021547
266,↓ 向下,2026-01-14 20:25:00+00:00,顶分型,110.07802154729846,2026-01-14 21:20:00+00:00,底分型,91.11665787474692,13,2,18.96,-0.1723,2026-01-14 20:20:00+00:00,2026-01-14 21:25:00+00:00,2026-01-14T20:20:00+00:00 | 2026-01-14T20:25:00+00:00 | 2026-01-14T20:35:00+00:00 | 2026-01-14T20:40:00+00:00 | 2026-01-14T20:45:00+00:00 | 2026-01-14T20:50:00+00:00 | 2026-01-14T20:55:00+00:00 | 2026-01-14T21:00:00+00:00 | 2026-01-14T21:05:00+00:00 | 2026-01-14T21:10:00+00:00 | 2026-01-14T21:15:00+00:00 | 2026-01-14T21:20:00+00:00 | 2026-01-14T21:25:00+00:00,2026-01-14T20:25:00+00:00:G:110.078021547 | 2026-01-14T21:20:00+00:00:D:91.1166578747
267,↑ 向上,2026-01-14 21:20:00+00:00,底分型,91.11665787474692,2026-01-14 21:50:00+00:00,顶分型,96.70452854861905,7,2,5.59,0.0613,2026-01-14 21:15:00+00:00,2026-01-14 22:00:00+00:00,2026-01-14T21:15:00+00:00 | 2026-01-14T21:20:00+00:00 | 2026-01-14T21:35:00+00:00 | 2026-01-14T21:40:00+00:00 | 2026-01-14T21:45:00+00:00 | 2026-01-14T21:50:00+00:00 | 2026-01-14T22:00:00+00:00,2026-01-14T21:20:00+00:00:D:91.1166578747 | 2026-01-14T21:50:00+00:00:G:96.7045285486
268,↓ 向下,2026-01-14 21:50:00+00:00,顶分型,96.70452854861905,2026-01-14 22:25:00+00:00,底分型,90.50241512504655,6,2,6.2,-0.0641,2026-01-14 21:45:00+00:00,2026-01-14 22:35:00+00:00,2026-01-14T21:45:00+00:00 | 2026-01-14T21:50:00+00:00 | 2026-01-14T22:00:00+00:00 | 2026-01-14T22:20:00+00:00 | 2026-01-14T22:25:00+00:00 | 2026-01-14T22:35:00+00:00,2026-01-14T21:50:00+00:00:G:96.7045285486 | 2026-01-14T22:25:00+00:00:D:90.502415125
269,↑ 向上,2026-01-14 22:25:00+00:00,底分型,90.50241512504655,2026-01-14 23:35:00+00:00,顶分型,109.59935051051197,15,4,19.1,0.211,2026-01-14 22:10:00+00:00,2026-01-14 23:40:00+00:00,2026-01-14T22:20:00+00:00 | 2026-01-14T22:25:00+00:00 | 2026-01-14T22:35:00+00:00 | 2026-01-14T22:45:00+00:00 | 2026-01-14T22:50:00+00:00 | 2026-01-14T22:55:00+00:00 | 2026-01-14T23:00:00+00:00 | 2026-01-14T23:05:00+00:00 | 2026-01-14T23:10:00+00:00 | 2026-01-14T23:15:00+00:00 | 2026-01-14T23:20:00+00:00 | 2026-01-14T23:25:00+00:00 | 2026-01-14T23:30:00+00:00 | 2026-01-14T23:35:00+00:00 | 2026-01-14T23:40:00+00:00,2026-01-14T22:25:00+00:00:D:90.502415125 | 2026-01-14T22:35:00+00:00:G:93.7061709506 | 2026-01-14T22:45:00+00:00:D:90.5497523756 | 2026-01-14T23:35:00+00:00:G:109.599350511
270,↓ 向下,2026-01-14 23:35:00+00:00,顶分型,109.59935051051197,2026-01-15 00:05:00+00:00,底分型,102.94517270420171,9,4,6.65,-0.0607,2026-01-14 23:30:00+00:00,2026-01-15 00:15:00+00:00,2026-01-14T23:30:00+00:00 | 2026-01-14T23:35:00+00:00 | 2026-01-14T23:40:00+00:00 | 2026-01-14T23:45:00+00:00 | 2026-01-14T23:50:00+00:00 | 2026-01-14T23:55:00+00:00 | 2026-01-15T00:00:00+00:00 | 2026-01-15T00:05:00+00:00 | 2026-01-15T00:15:00+00:00,2026-01-14T23:35:00+00:00:G:109.599350511 | 2026-01-14T23:50:00+00:00:D:104.396703233 | 2026-01-14T23:55:00+00:00:G:107.218089406 | 2026-01-15T00:05:00+00:00:D:102.945172704
271,↑ 向上,2026-01-15 00:05:00+00:00,底分型,102.94517270420171,2026-01-15 00:50:00+00:00,顶分型,110.1892086671768,8,4,7.24,0.0704,2026-01-15 00:00:00+00:00,2026-01-15 00:55:00+00:00,2026-01-15T00:00:00+00:00 | 2026-01-15T00:05:00+00:00 | 2026-01-15T00:15:00+00:00 | 2026-01-15T00:20:00+00:00 | 2026-01-15T00:25:00+00:00 | 2026-01-15T00:40:00+00:00 | 2026-01-15T00:50:00+00:00 | 2026-01-15T00:55:00+00:00,2026-01-15T00:05:00+00:00:D:102.945172704 | 2026-01-15T00:15:00+00:00:G:106.908520265 | 2026-01-15T00:20:00+00:00:D:104.133716797 | 2026-01-15T00:50:00+00:00:G:110.189208667
272,↓ 向下,2026-01-15 00:50:00+00:00,顶分型,110.1892086671768,2026-01-15 02:45:00+00:00,底分型,90.48885401475872,18,6,19.7,-0.1788,2026-01-15 00:30:00+00:00,2026-01-15 02:55:00+00:00,2026-01-15T00:40:00+00:00 | 2026-01-15T00:50:00+00:00 | 2026-01-15T00:55:00+00:00 | 2026-01-15T01:00:00+00:00 | 2026-01-15T01:05:00+00:00 | 2026-01-15T01:10:00+00:00 | 2026-01-15T01:15:00+00:00 | 2026-01-15T01:20:00+00:00 | 2026-01-15T01:25:00+00:00 | 2026-01-15T01:30:00+00:00 | 2026-01-15T01:35:00+00:00 | 2026-01-15T01:45:00+00:00 | 2026-01-15T01:50:00+00:00 | 2026-01-15T02:05:00+00:00 | 2026-01-15T02:10:00+00:00 | 2026-01-15T02:20:00+00:00 | 2026-01-15T02:45:00+00:00 | 2026-01-15T02:55:00+00:00,2026-01-15T00:50:00+00:00:G:110.189208667 | 2026-01-15T01:35:00+00:00:D:91.8619532623 | 2026-01-15T01:45:00+00:00:G:94.8555439135 | 2026-01-15T01:50:00+00:00:D:90.7553002601 | 2026-01-15T02:20:00+00:00:G:96.5944698736 | 2026-01-15T02:45:00+00:00:D:90.4888540148
273,↑ 向上,2026-01-15 02:45:00+00:00,底分型,90.48885401475872,2026-01-15 03:40:00+00:00,顶分型,108.86308954341749,13,2,18.37,0.2031,2026-01-15 02:15:00+00:00,2026-01-15 03:50:00+00:00,2026-01-15T02:20:00+00:00 | 2026-01-15T02:45:00+00:00 | 2026-01-15T02:55:00+00:00 | 2026-01-15T03:00:00+00:00 | 2026-01-15T03:05:00+00:00 | 2026-01-15T03:10:00+00:00 | 2026-01-15T03:15:00+00:00 | 2026-01-15T03:20:00+00:00 | 2026-01-15T03:25:00+00:00 | 2026-01-15T03:30:00+00:00 | 2026-01-15T03:35:00+00:00 | 2026-01-15T03:40:00+00:00 | 2026-01-15T03:50:00+00:00,2026-01-15T02:45:00+00:00:D:90.4888540148 | 2026-01-15T03:40:00+00:00:G:108.863089543
274,↓ 向下,2026-01-15 03:40:00+00:00,顶分型,108.86308954341749,2026-01-15 04:20:00+00:00,底分型,103.1366765244581,6,2,5.73,-0.0526,2026-01-15 03:35:00+00:00,2026-01-15 04:25:00+00:00,2026-01-15T03:35:00+00:00 | 2026-01-15T03:40:00+00:00 | 2026-01-15T04:05:00+00:00 | 2026-01-15T04:10:00+00:00 | 2026-01-15T04:20:00+00:00 | 2026-01-15T04:25:00+00:00,2026-01-15T03:40:00+00:00:G:108.863089543 | 2026-01-15T04:20:00+00:00:D:103.136676524
275,↑ 向上,2026-01-15 04:20:00+00:00,底分型,103.1366765244581,2026-01-15 04:55:00+00:00,顶分型,109.92085955478399,8,4,6.78,0.0658,2026-01-15 04:10:00+00:00,2026-01-15 05:00:00+00:00,2026-01-15T04:10:00+00:00 | 2026-01-15T04:20:00+00:00 | 2026-01-15T04:25:00+00:00 | 2026-01-15T04:35:00+00:00 | 2026-01-15T04:40:00+00:00 | 2026-01-15T04:50:00+00:00 | 2026-01-15T04:55:00+00:00 | 2026-01-15T05:00:00+00:00,2026-01-15T04:20:00+00:00:D:103.136676524 | 2026-01-15T04:25:00+00:00:G:107.384731636 | 2026-01-15T04:35:00+00:00:D:103.460995727 | 2026-01-15T04:55:00+00:00:G:109.920859555
